episode,reward,steps,mode,seed
0,1125.760000000001,44,random,8
1,926.32,38,random,8
2,948.7800000000004,42,random,8
3,528.7899999999997,21,random,8
4,867.0100000000004,39,random,8
5,783.9800000000002,32,random,8
6,659.7299999999997,27,random,8
7,1047.87,43,random,8
8,1295.4700000000007,43,random,8
9,693.45,35,random,8
10,672.0699999999999,33,random,8
11,821.7700000000002,23,random,8
12,768.6399999999998,26,random,8
13,1083.400000000001,80,random,8
14,1112.8500000000004,55,random,8
15,672.0299999999999,37,random,8
16,693.0500000000001,25,random,8
17,811.1599999999996,44,random,8
18,724.8900000000001,31,random,8
19,868.6200000000006,48,random,8
20,826.8500000000001,35,random,8
21,471.68999999999994,31,random,8
22,775.2599999999998,34,random,8
23,482.44,26,random,8
24,708.3900000000001,31,random,8
25,755.1899999999998,31,random,8
26,1088.0300000000009,47,random,8
27,765.2300000000002,27,random,8
28,1070.0400000000009,46,random,8
29,526.5299999999999,17,random,8
30,1053.8700000000003,33,random,8
31,1387.099999999999,70,random,8
32,1148.7700000000004,53,random,8
33,653.0600000000001,24,random,8
34,954.2800000000004,52,random,8
35,724.6400000000001,26,random,8
36,1182.7100000000005,39,random,8
37,1261.730000000001,57,random,8
38,691.16,14,random,8
39,1794.6599999999976,74,random,8
40,825.2400000000002,36,random,8
41,807.4,30,random,8
42,923.3700000000003,43,random,8
43,861.8400000000001,26,random,8
44,976.5000000000005,50,random,8
45,1244.3000000000006,60,random,8
46,869.3599999999998,34,random,8
47,1008.8700000000002,63,random,8
48,885.3600000000002,34,random,8
49,835.6700000000003,33,random,8
50,787.4100000000004,39,random,8
51,952.1600000000004,34,random,8
52,941.0700000000004,33,random,8
53,673.2600000000001,44,random,8
54,817.79,41,random,8
55,1483.6799999999994,72,random,8
56,860.9,20,random,8
57,749.8100000000003,19,random,8
58,1044.37,43,random,8
59,652.53,17,random,8
60,467.8399999999999,16,random,8
61,1148.2300000000012,67,random,8
62,1210.940000000001,46,random,8
63,444.9699999999999,23,random,8
64,1282.19,61,random,8
65,1206.3199999999997,48,random,8
66,849.4999999999998,40,random,8
67,1060.9900000000002,41,random,8
68,1183.0400000000009,56,random,8
69,1639.4999999999984,100,random,8
70,482.5899999999999,21,random,8
71,752.4900000000002,21,random,8
72,1346.8800000000006,52,random,8
73,554.8000000000001,20,random,8
74,482.8299999999999,27,random,8
75,711.33,27,random,8
76,724.7800000000002,32,random,8
77,638.76,24,random,8
78,486.80999999999983,29,random,8
79,1237.1000000000008,60,random,8
80,1107.1699999999998,53,random,8
81,882.1100000000004,29,random,8
82,1011.3300000000004,37,random,8
83,1068.6,40,random,8
84,699.8599999999996,34,random,8
85,595.3499999999999,15,random,8
86,660.34,36,random,8
87,639.3899999999996,21,random,8
88,1316.6100000000006,49,random,8
89,952.4900000000004,31,random,8
90,939.6900000000004,31,random,8
91,1401.0399999999986,66,random,8
92,849.4199999999996,38,random,8
93,851.85,45,random,8
94,729.8900000000001,41,random,8
95,546.4299999999998,27,random,8
96,1212.7599999999998,54,random,8
97,523.5699999999999,13,random,8
98,1187.2100000000005,39,random,8
99,579.9600000000003,24,random,8
100,1213.3599999999997,44,random,8
101,974.89,31,random,8
102,705.31,19,random,8
103,862.3800000000005,42,random,8
104,523.87,23,random,8
105,842.1300000000005,27,random,8
106,937.3300000000004,27,random,8
107,1039.17,33,random,8
108,1048.34,26,random,8
109,1149.4700000000007,53,random,8
110,1604.4599999999978,74,random,8
111,1321.29,51,random,8
112,667.8199999999999,28,random,8
113,639.2999999999997,20,random,8
114,844.51,39,random,8
115,753.9599999999999,24,random,8
116,827.01,29,random,8
117,1575.789999999999,61,random,8
118,1331.8499999999997,65,random,8
119,898.5100000000002,49,random,8
120,619.7199999999996,28,random,8
121,1048.9500000000005,35,random,8
122,771.6600000000002,34,random,8
123,732.17,33,random,8
124,764.35,25,random,8
125,579.98,22,random,8
126,965.3700000000003,33,random,8
127,864.7400000000007,46,random,8
128,734.2599999999998,34,random,8
129,748.1300000000002,27,random,8
130,937.11,29,random,8
131,769.4900000000002,31,random,8
132,784.8100000000004,39,random,8
133,580.37,23,random,8
134,866.5500000000001,35,random,8
135,981.84,36,random,8
136,753.67,23,random,8
137,1281.2199999999998,58,random,8
138,866.91,29,random,8
139,558.1599999999999,24,random,8
140,734.3099999999996,39,random,8
141,1262.2800000000009,52,random,8
142,731.0600000000001,34,random,8
143,827.8899999999998,31,random,8
144,954.87,33,random,8
145,788.5699999999998,33,random,8
146,1110.6500000000003,35,random,8
147,1001.11,39,random,8
148,865.7,30,random,8
149,1014.6700000000004,43,random,8
150,694.56,24,random,8
151,764.8000000000002,20,random,8
152,1951.5499999999963,95,random,8
153,1233.08,42,random,8
154,1070.5700000000006,43,random,8
155,640.5599999999997,24,random,8
156,863.95,25,random,8
157,712.49,31,random,8
158,861.4000000000002,40,random,8
159,1485.719999999999,68,random,8
160,582.2099999999998,19,random,8
161,885.8500000000001,35,random,8
162,1382.9699999999991,63,random,8
163,655.4,30,random,8
164,541.0,20,random,8
165,1092.3600000000006,44,random,8
166,819.6100000000002,39,random,8
167,653.05,25,random,8
168,830.2200000000001,38,random,8
169,1059.5800000000004,72,random,8
170,469.1700000000001,23,random,8
171,818.0900000000001,31,random,8
172,1183.3900000000003,41,random,8
173,1000.0400000000004,46,random,8
174,765.4800000000002,32,random,8
175,918.9900000000002,21,random,8
176,650.6400000000001,26,random,8
177,770.1099999999999,29,random,8
178,990.5900000000004,31,random,8
179,950.92,28,random,8
180,709.52,18,random,8
181,1245.04,56,random,8
182,939.47,53,random,8
183,1155.3500000000008,55,random,8
184,778.9599999999997,44,random,8
185,829.2700000000001,33,random,8
186,1173.1200000000003,58,random,8
187,1107.1000000000004,30,random,8
188,701.3699999999995,33,random,8
189,1557.9699999999991,73,random,8
190,886.4499999999999,35,random,8
191,1408.48,42,random,8
192,637.5399999999998,16,random,8
193,1546.4999999999986,60,random,8
194,819.4300000000002,27,random,8
195,642.0999999999998,30,random,8
196,996.2800000000004,42,random,8
197,659.1199999999999,38,random,8
198,730.08,32,random,8
199,784.2300000000004,27,random,8
200,637.53,17,random,8
201,695.4299999999998,27,random,8
